ISIN	ICB Industry name	ICB Sector name	ICB Supersector name
XS1490726590	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1191115366	Technology	Technology Hardware & Equipment	Technology
XS1191116174	Technology	Technology Hardware & Equipment	Technology
BE0002448232	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
BE0002478536	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0172851650	NULL	NULL	NULL
XS0399647675	NULL	NULL	NULL
XS0412842857	NULL	NULL	NULL
XS0878010718	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0982019126	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1595704872	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1314238459	Utilities	Gas, Water and Multi-utilities	Utilities
XS1511781467	Utilities	Gas, Water and Multi-utilities	Utilities
XS1551917245	Utilities	Gas, Water and Multi-utilities	Utilities
XS1551917591	Utilities	Gas, Water and Multi-utilities	Utilities
XS1578294081	Utilities	Gas, Water and Multi-utilities	Utilities
DE000A1Z0TA4	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A1Z6C06	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A1ZSAF4	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A19HCW0	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A19HCX8	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A181034	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
AT0000A0X913	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
FR0011236983	Consumer Discretionary	Retailers	Retail
FR0011535764	Consumer Discretionary	Retailers	Retail
FR0011584929	Consumer Discretionary	Retailers	Retail
FR0012648244	Consumer Discretionary	Retailers	Retail
FR0013165677	Consumer Discretionary	Retailers	Retail
FR0013248721	Consumer Discretionary	Retailers	Retail
XS1288849471	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0896119384	Real Estate	Real Estate Investment Trusts	Real Estate
XS1531060025	Industrials	Industrial Transportation	Industrial Goods and Services
XS0993228294	Basic Materials	Chemicals	Chemicals
XS1041772986	Basic Materials	Chemicals	Chemicals
XS1215181980	Basic Materials	Chemicals	Chemicals
XS1293087703	Basic Materials	Chemicals	Chemicals
XS1495373505	Basic Materials	Chemicals	Chemicals
XS0811124790	Telecommunications	Telecommunications Service Providers	Telecommunications
XS1485532896	Telecommunications	Telecommunications Service Providers	Telecommunications
XS1485533431	Telecommunications	Telecommunications Service Providers	Telecommunications
FR0000476087	NULL	NULL	NULL
FR0010586081	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1554456613	Real Estate	Real Estate Investment and Services Development	Real Estate
FR0013073277	Industrials	Electronic and Electrical Equipment	Industrial Goods and Services
XS1586337872	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A1R07P5	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0828235225	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
